symbol,date,numobs,high_21d,high_34d,high_55d,low_11d,low_21d,low_34d,first_date,first_close,close,volume,roc_ytd,roc5,roc10,ma_4d,ma_7d,ma_21d,ma_42d,ma_65d,ma_126d,close_25d_ago,ma_126d_25d_ago,total_up_days_10yr,vol9_5,vol9_10,vol9_50,vol9_126,vol9_252,pct4_10,pct4_20,pct4_40,pct4_60,pct4_126,pct4_252,up_day,consecutive_up_days,total_curr_up_days,total_up_days_252d,total_up_days_ytd,up_day_percentage,max_up_streak,significant_up_days_1pct,significant_up_days_2pct,high_volume_up_days,recent_up_trend_21d,recent_up_trend_63d,strong_up_days,order,name,industry_name,sector,market_cap_mil,shares_in_float_1000s,x50_day_avg_vol_1000s,x50_day_avg_vol_1000s_2,comp_rating,eps_rating,a_d_rating,eps_due_date,ipo_date,etf,current_price,percent_off_high,avg_true_range,rs_rating,rs_3_month_rating,rs_6_month_rating,rs_line_new_high,price_percent_chg,percent_chg_cur_week,percent_chg_1_month,percent_chg_3_months,percent_chg_6_months,percent_chg_12_months,sales_accel_2_qtrs,sales_accel_3_qtrs,sales_percent_chg_lst_qtr,avg_sales_percent_chg_2q,avg_sales_percent_chg_3q,eps_accel_3_qtrs,eps_percent_chg_last_qtr,eps_percent_chg_1_q_ago,eps_percent_chg_2_q_ago,eps_est_next_yr_percent,x3_yr_eps_growth_geq_5_yr,eps_trl_4q_gtr_eps_4_yrs_ago,eps_trl_4q_geq_eps_lst_fiscal_yr,funds_percent,earnings_stability,yield_percent
A,2025-10-17,5033,143.325,143.325,143.325,135.54,120.78,120.78,2025-01-02,133.43,141.92,1506511,6.36288690699243,1.03879373444591,1.0019768426998,140.1775,139.381428571429,134.091428571429,129.139047619048,124.791230769231,119.425158730159,123.24,115.383412698413,1355,0,0,0,0,0,0,1,2,2,3,4,TRUE,3,2636,122,101,52.4,10,1287,538,994,12,35,229,1,Agilent Technologies,Medical-Research Eqp/Svc,MEDICAL,40234.3,280665,239873,1697,91,73,B+,2025-12-01,1999-11-18,No,141.92,-7.75,3.3,76,89,84,No,0.58,3.88,12,22,38.5,3.3,Yes,Yes,10,8.1,5.8,No,4,7,2,8,No,Yes,Yes,57,9,0.7
AA,2025-10-17,5033,38.09,38.09,38.09,33.77,30.81,30.21,2025-01-02,37.99,35.97,4397913,-5.31718873387734,1.02712735579669,1.04260869565217,36.3275000000002,36.2257142857142,34.3757142857144,33.0876190476188,32.1601538461539,30.119126984127,33.24,29.1526190476191,1238,0,1,1,4,7,1,2,3,3,9,13,FALSE,0,2496,125,100,49.6,13,1629,1033,954,11,33,623,2,Alcoa,Mining-Metal Ores,MINING,9313.1,256324,222100,6177,93,81,B+,2025-10-22,-,No,35.97,-24.7,1.38,72,87,86,No,-3.12,2.71,9.5,22.4,54.2,-10.9,No,No,4,16.7,22.6,No,144,365,286,4,No,Yes,Yes,42,-,1.1
AAAU,2025-10-17,1803,42.6155,42.6155,42.6155,38.1704,36.0728,34.3542,2025-01-02,26.285,41.73,12919185,58.7597489062203,1.05352183791972,1.08785192909281,41.675,40.8714285714285,38.8814285714286,36.8840476190476,35.5528461538461,34.2394047619047,35.985,32.678253968254,959,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,959,152,121,53.2,10,241,44,375,17,40,9,5,Goldman Sachs Phys Gold,Finance-ETF / ETN,MISC,2314.1,46072,95657,2506,-,0,B-,-,-,Yes,41.73,-1.97,0.58,88,91,86,No,-1.86,5.35,15.4,26.6,27.1,56.8,No,No,-,-,-,Yes,41,40,26,-,No,Yes,Yes,5,-,0
AAL,2025-10-17,2983,12.67,14.01,14.01,11.37,11.07,11.07,2025-01-02,17,11.86,34776331,-30.2352941176471,1.02951388888889,1.02417962003454,12.11,11.9028571428572,11.7680952380952,12.359761904762,12.264,11.7277777777778,12.91,11.4474206349206,1230,0,0,2,8,13,0,0,1,2,8,13,FALSE,0,1476,129,99,49.5,12,939,537,530,9,32,324,11,American Airlines Group,Transportation-Airline,TRANSPRT,7825.6,653229,904996,76058,6,13,D-,2025-10-23,-,No,11.86,-37.91,0.42,22,26,48,No,-0.25,2.95,-5,-4.7,25.4,-7.4,Yes,No,0,0.1,1.6,No,-13,-74,197,306,No,Yes,No,39,-,0
AAMI,2025-10-17,256,50.46,51.25,51.645,43.75,43.75,41.93,2025-01-02,25.79,46.35,188926,79.7208220240404,1.04816824966079,1.00237889273356,46.8175000000001,46.0314285714286,46.7828571428572,47.5583333333333,45.9535384615385,39.0326190476191,48.57,34.7810317460317,115,0,0,0,0,0,1,1,1,4,5,8,TRUE,1,115,115,109,45.1,7,72,46,37,8,32,27,15,Acadian Asset Management,Finance-Investment Mgmt,FINANCE,1729.6,35824,14192,306,96,96,B,2025-10-30,2014-10-09,No,46.35,-10.25,1.55,92,62,88,No,1.4,4.82,-4.1,15.7,74.1,71.2,Yes,No,17,15.2,19.4,No,42,23,69,33,Yes,Yes,Yes,49,14,0.1
AAOI,2025-10-17,3034,35.2,35.2,35.2,26.6622,24.79,22.04,2025-01-02,35.6,31.92,4668742,-10.3370786516854,1.17569060773481,1.14285714285714,31.1225,30.4442857142858,29.192619047619,27.2923809523809,26.0808461538462,22.8318253968253,27.07,20.1826587301586,1209,0,1,2,4,6,2,4,8,12,24,42,TRUE,1,1463,116,89,48.2,8,1134,852,413,9,27,630,16,Applied Optoelectronics,Telecom-Fiber Optics,TELECOM,1990.3,59235,170484,5306,87,52,B-,2025-11-06,2013-09-26,No,31.92,-28.27,2.75,93,94,95,No,2.5,17.57,8.3,8.5,199.4,68,No,No,138,141.7,116.4,No,43,94,-150,432,No,Yes,Yes,34,-,0
AAON,2025-10-17,5033,106.58,106.58,106.58,95.49,86.94,78,2025-01-02,117.94,97.24,1781005,-17.5512972697982,0.977286432160804,0.989015459723352,101.4275,101.198571428571,97.339761904762,90.0477380952381,86.8028461538461,86.9076984126984,82.18,83.946865079365,1324,0,0,0,0,0,1,1,3,5,8,15,FALSE,0,2594,125,100,51.6,10,1548,845,832,12,33,454,17,AAON,Bldg-A/C & Heating Prds,BUILDING,7928,66039,121851,1264,65,55,B-,2025-11-06,-,No,97.24,-32.5,4.25,55,88,79,No,-2.81,-2.27,20.8,22.4,17.9,-12.5,No,No,-1,11.1,6.4,No,-65,-10,-46,46,Yes,Yes,No,60,26,0.4
AAP,2025-10-17,5032,63.53,65.21,65.21,49.13,49.13,49.13,2025-01-02,48.14,53.72,1257682,11.5911923556294,1.08569118835893,0.875774372350831,53.9525000000003,52.8085714285717,57.5228571428566,58.8619047619045,58.7353846153849,52.0034126984124,61.09,47.5438888888886,1253,0,0,0,1,1,1,1,3,6,15,24,TRUE,1,2543,124,92,50.5,10,1293,610,840,9,28,293,18,Advance Auto Parts,Retail/Whlsle-Auto Parts,RETAIL,3222.3,59384,95353,1757,38,23,D,2025-10-30,-,No,53.72,-23.26,2.46,79,13,77,No,0.28,8.57,-14.3,-12,68.6,36.4,No,No,-8,-7.3,-5.2,No,11,-167,-162,66,No,No,No,79,-,1.9
AAPD,2025-10-17,802,14.99,15.925,17.9099,13.77,13.77,13.77,2025-01-02,15.68,14.1429,2127890,-9.80293367346939,0.973358568479009,1.02262472885033,14.320375,14.3240428571428,14.1039904761904,14.7805023809524,15.4205276923077,16.5118595238095,15.38,17.2700833333333,367,0,0,0,0,0,0,0,0,0,0,4,FALSE,0,367,116,95,45.8,8,164,75,110,8,30,35,20,Direxion Dly AAPL Br 1X,Finance-ETF / ETN,MISC,21.6,1800,22862,1622,-,0,D-,-,-,Yes,14.14,-35.6,0.29,13,12,8,No,-1.96,-2.66,-6.2,-17.6,-23.2,-14.4,No,No,-,-,-,No,-24,-25,-15,-,No,No,Yes,20,-,3.7
AAPL,2025-10-17,5033,259.24,259.24,259.24,244,240.2106,225.95,2025-01-02,243.85,252.29,49146961,3.46114414599139,1.02862151914217,0.977792419192311,249.2125,249.117142857143,253.112380952381,243.052619047619,234.111692307692,219.751428571429,234.07,211.23126984127,1342,0,0,1,3,4,0,0,0,2,3,4,TRUE,1,2655,135,103,52.8,11,1390,607,942,12,32,291,22,Apple,Telecom-Consumer Prods,TELECOM,3744082,14691986,13385018,52232,89,84,B+,2025-10-30,1980-12-12,No,252.29,-3,5,76,84,82,No,1.96,2.86,5.6,20.1,28.1,8.7,Yes,Yes,10,7.3,6.2,No,12,8,10,9,No,Yes,Yes,33,13,0.4
AAPU,2025-10-17,970,33.5,33.5,33.5,29.75,29.17,25.89,2025-01-02,35.67,31.58,2389772,-11.466218110457,1.05583416917419,0.951491413076228,30.8475,30.8457142857143,31.9652380952381,29.784880952381,27.9011538461539,25.0937698412699,27.73,23.7075793650794,483,0,0,1,2,2,0,1,3,5,9,13,TRUE,1,483,132,103,49.8,8,338,220,118,12,32,155,24,Direxion AAPL Bull 2X,Finance-ETF / ETN,MISC,223.4,1275,108531,3305,-,0,A-,-,-,Yes,31.58,-26.73,1.22,82,90,89,No,3.88,5.58,9.3,38.1,50.6,-15.8,No,No,-,-,-,No,1,4,20,-,No,No,Yes,25,-,2.7
AARD,2025-10-17,171,17.94,17.94,17.94,12.32,10.75,7.5,2025-02-13,14.31,12.81,169228,-10.4821802935011,0.787822878228782,0.796641791044776,13.7225,14.6242857142857,14.2247619047619,11.6502380952381,11.8321538461539,11.5785714285714,8.59,10.5459523809524,87,0,0,0,0,0,1,4,7,7,9,13,FALSE,0,87,87,87,51.2,7,74,58,32,12,34,53,28,Aardvark Therapeutics,Medical-Biomed/Biotech,MEDICAL,277.9,10414,2099,166,45,1,B-,2025-12-03,2025-02-13,No,12.81,-34.58,1.12,76,87,81,No,-3.68,-21.22,16.8,7.1,83,-,No,No,-,-,-,No,-288,-320,-333,-15,No,No,No,44,-,
AAT,2025-10-17,3713,21.11,21.125,21.125,18.94,18.94,18.94,2025-01-02,26.06,19.45,292522,-25.3645433614735,1.02046169989507,0.95343137254902,19.445,19.39,20.0290476190476,20.300119047619,20.0277692307693,19.9155952380952,20.76,19.7925,1250,0,0,0,0,0,0,0,0,0,1,2,FALSE,0,1872,113,90,50.4,9,833,337,646,9,29,120,29,American Assets Trust,Finance-Property REIT,REAL EST,1189.4,32410,6375,328,34,79,C,2025-10-28,2011-01-13,No,19.45,-33.28,0.39,16,25,22,No,-0.51,2.05,-5.5,-3.6,2.1,-30.2,No,No,-3,-2.3,-1.2,No,-13,-27,-4,2,No,Yes,No,93,28,7
AAUC,2025-10-17,92,20.49,20.49,20.49,17.58,15.5,13.78,2025-06-09,15.089,18.18,855462,20.4851216117702,1.02480270574972,0.99835255354201,19.2325,18.7471428571429,17.9133333333333,16.2273809523809,15.0590769230769,14.6981413043478,15.49,,50,0,0,0,0,0,1,2,3,4,4,4,FALSE,0,50,50,50,54.9,4,40,25,13,13,36,14,30,Allied Gold,Mining-Gold/Silver/Gems,MINING,6586.6,253610,4241,245,98,75,B-,-,-,No,18.18,-11.27,0.82,84,93,94,No,-5.8,2.48,20.6,38.8,55.4,147.3,No,No,29,63.3,40.6,No,33,1100,400,-,No,No,Yes,11,-,
AAXJ,2025-10-17,4324,94.1499,94.1499,94.1499,88.82,88.82,85.19,2025-01-02,71.89,92.89,1065805,29.2112950340798,1.04370786516854,0.997958745165449,92.2100000000003,91.7342857142857,91.8009523809522,89.8635714285714,88.1783076923076,83.7841269841271,90.21,80.0419047619049,1318,0,0,0,0,0,0,0,0,0,0,0,TRUE,3,2248,137,113,52,10,787,227,760,12,33,89,34,iSh MSCI AC Asia xJpn,Finance-ETF / ETN,MISC,3232.6,34200,43816,485,-,0,B,-,-,Yes,92.89,-1.34,1.09,80,80,78,No,0.04,4.37,1.1,9.8,31.6,19.6,No,No,-,-,-,No,23,18,23,-,No,Yes,Yes,10,-,1.1
AB,2025-10-17,5035,39.94,39.94,41.6,37.6101,37.25,37.25,2025-01-02,37.06,39.21,146038,5.80140313005937,1.02697747511786,1.02056220718376,39.5399999999997,39.0214285714288,38.472857142857,38.7507142857143,39.5498461538462,39.8213492063492,37.93,39.5994444444444,1271,0,0,0,0,0,0,0,0,0,0,5,FALSE,0,2526,125,102,50.2,11,1380,680,928,11,28,316,35,AllianceBernstein,Finance-Investment Mgmt,FINANCE,4334.2,108326,6481,163,39,58,D+,2025-10-23,1988-04-14,No,39.21,-9.45,0.63,34,36,24,No,-1.11,2.7,2.5,-4.2,6.3,2.1,No,No,-,-,-,No,7,10,36,14,Yes,Yes,Yes,4,15,8.6
ABAT,2025-10-17,1626,11.49,11.49,11.49,4.76,3,2.22,2025-01-02,2.13,4.85,23545609,127.699530516432,0.718518518518518,0.993852459016393,7.69999999999997,7.57285714285717,5.69666666666667,4.09571428571423,3.53500000000002,2.53591269841273,2.32,1.70932777777781,662,1,4,11,16,20,4,8,14,18,35,51,FALSE,0,662,114,90,40.7,8,566,468,106,14,34,389,36,American Battery Tech,Mining-Metal Ores,MINING,572.5,114504,56810,12108,82,43,A-,2025-11-13,-,No,4.85,-57.79,0.91,98,98,99,No,-14.46,-28.15,99.6,105.5,314.5,370.9,No,No,718,-,-,No,50,26,14,86,No,Yes,No,10,-,
ABBV,2025-10-17,3219,244.81,244.81,244.81,225.32,217.67,207.6116,2025-01-02,179.44,229.57,7150042,27.9369148461882,0.995965292841649,0.98144585524347,227.9475,229.040000000001,228.280952380952,220.520476190476,211.690153846154,199.80880952381,218.34,193.658174603175,1351,0,0,1,1,3,0,1,2,2,2,4,TRUE,2,1726,131,108,53.6,12,741,262,578,10,34,99,38,AbbVie,Medical-Ethical Drugs,MEDICAL,405548.7,1748892,1252304,5504,84,65,B-,2025-10-31,-,No,229.57,-6.23,4.67,84,83,81,No,1.19,-0.4,4,19.9,32.7,21.7,No,No,7,7.5,6.9,Yes,12,6,-23,38,No,Yes,Yes,39,11,2.9
ABCB,2025-10-17,5033,76.52,76.58,76.58,68.8,68.8,68.8,2025-01-02,60.99,70.81,385944,16.1010001639613,0.995081506464306,0.959615124000542,72.1950000000001,72.3357142857145,73.7009523809526,73.4835714285715,71.5235384615386,66.9842857142858,74.38,63.3125396825398,1243,0,0,0,0,0,0,0,1,2,3,5,TRUE,1,2491,120,97,49.5,11,1468,807,983,8,27,443,39,Ameris Bancorp,Banks-Southeast,BANKS,4856.6,64470,29910,422,72,84,D-,2025-10-27,1994-05-19,No,70.81,-7.53,1.75,69,33,67,No,2.02,-0.49,-4.5,5.1,33.1,6.5,No,No,0,3.5,5.9,No,36,16,29,3,Yes,Yes,Yes,61,16,1.1
ABCL,2025-10-17,1218,6.515,6.515,6.515,5.3501,4.47,3.83,2025-01-02,3.03,5.59,4584979,84.4884488448845,1.01084990958409,0.947457627118644,5.7875,5.75142857142862,5.43857142857146,4.88345238095237,4.775,3.8372619047619,4.47,3.2438492063492,548,0,1,2,6,7,2,3,6,7,19,33,FALSE,0,548,123,97,45,6,438,331,187,10,31,229,40,AbCellera Biologics,Medical-Biomed/Biotech,MEDICAL,1670.5,212170,30737,5419,82,21,A-,2025-11-06,2020-12-11,No,5.59,-14.2,0.38,94,92,96,No,-4.28,1.08,22.3,43.3,131,108.6,Yes,No,133,38,10.3,No,8,-7,25,19,No,No,No,40,-,0
ABEO,2025-10-17,5007,5.73,7.05,7.5401,5.211,5.18,5.18,2025-01-02,5.91,5.38,814788,-8.9678510998308,1.00373134328358,0.99445471349353,5.43250000000001,5.45142857142857,5.41095238095239,6.02809523809526,6.23230769230776,6.10277777777776,6.43,5.98325396825395,1137,0,0,0,1,1,1,1,1,2,9,17,FALSE,0,2039,117,95,40.7,7,1707,1355,423,10,29,1065,42,Abeona Therapeutics,Medical-Biomed/Biotech,MEDICAL,275.9,47688,4867,912,53,71,C,2025-11-17,-,No,5.38,-28.65,0.26,20,6,11,No,-1.65,0.37,-4.6,-18.9,11.2,-20.2,No,No,-,-,-,No,758,79,70,-101,No,Yes,Yes,49,-,0
ABG,2025-10-17,5035,257.8,262.665,263.3765,234.01,228.2,228.2,2025-01-02,236.42,243.74,214691,3.09618475594282,1.0369267421084,0.961916413433837,245.735,243.041428571428,243.900952380952,247.14380952381,241.512923076923,238.476746031746,244.24,235.034761904762,1299,0,0,0,0,0,0,0,1,1,3,5,FALSE,0,2586,130,103,51.4,10,1627,955,934,11,34,538,46,Asbury Automotive,Retail/Whlsle-Automobile,RETAIL,4791.9,19463,37438,154,71,80,B,2025-10-28,2002-03-14,No,243.74,-22.02,7.52,52,60,44,No,-0.32,3.69,0.4,6.2,11.5,3.6,Yes,No,3,0.9,6.6,No,16,-5,2,-1,No,Yes,Yes,76,36,0
ABL,2025-10-17,1786,6.58,7.18,7.18,5.36,5.36,5.36,2025-01-02,7.74,5.48,1576493,-29.1989664082687,0.954703832752613,0.895424836601307,5.82249999999999,5.84142857142857,5.90761904761906,6.2879761904762,6.0663846153846,6.47873015873016,6.55,6.77738095238095,793,0,0,0,0,0,0,1,2,3,5,11,FALSE,0,793,117,93,44.4,8,616,428,132,9,32,299,49,Abacus Global Management,Finance-Investment Mgmt,FINANCE,530.3,51284,4111,760,53,98,E,2025-11-06,-,No,5.48,-44.37,0.3,13,11,8,No,-3.86,-4.53,-17.6,7.2,-32.8,-43.9,No,No,93,99.4,79.6,No,29,64,78,27,No,Yes,Yes,34,61,0
ABM,2025-10-17,5035,47.16,49.14,49.94,44.34,44.34,44.06,2025-01-02,51.12,45.06,436050,-11.8544600938967,1.01372328458943,0.967575692505905,45.1199999999998,44.9842857142856,45.5366666666666,46.5195238095238,46.8733846153846,47.8361111111112,45.79,48.0578571428572,1294,0,0,0,0,0,0,0,0,0,1,4,TRUE,1,2549,120,92,50.6,10,1249,524,886,9,27,266,54,ABM Industries,Bldg-Maintenance & Svc,BUSINS SVC,2759.2,60620,25057,559,48,56,D+,2025-12-17,-,No,45.06,-23.82,0.92,19,23,16,No,0.83,1.37,-0.1,-6.9,-2,-17.1,Yes,Yes,6,5.4,4.3,No,-2,5,10,11,No,Yes,Yes,66,10,2.4
ABNB,2025-10-17,1219,127.85,129.23,132.16,116.32,116.32,116.32,2025-01-02,131.48,125.91,4479100,-4.23638576209309,1.06531855486928,1.04732989519215,123.9875,121.878571428571,122.200952380952,123.886190476191,126.387076923077,128.815634920635,122.55,128.276746031746,610,0,0,0,0,3,0,0,0,0,1,5,TRUE,1,610,132,101,50.1,8,398,244,183,10,33,143,55,Airbnb,Leisure-Travel Booking,LEISURE,78244.9,420497,634611,4779,56,86,D,2025-11-06,2020-12-10,No,125.91,-23.19,2.77,24,41,25,No,2.46,6.53,2.2,-9.6,11.7,-7.4,Yes,No,13,9.4,10.2,No,20,-41,-4,13,No,Yes,Yes,50,25,0
ABR,2025-10-17,5035,12.575,12.575,12.575,11.32,11.32,11.32,2025-01-02,13.78,11.64,2171509,-15.5297532656023,1.02194907813872,0.934189406099518,11.7974999999999,11.6742857142857,11.9561904761905,11.8670238095238,11.8005384615384,11.1935317460318,11.7,11.1201984126985,1292,0,0,0,0,0,0,0,1,1,2,3,FALSE,0,2452,128,104,48.7,11,1302,695,796,11,32,413,60,Arbor Realty Trust,Finance-Mortgage REIT,REAL EST,2238.4,184608,26106,2251,21,26,B,2025-10-24,2004-04-07,No,11.64,-26.12,0.29,23,34,52,No,-1.94,2.19,-1.2,2.6,5.5,-23.4,Yes,No,-17,-18.8,-19.3,No,-44,-40,-22,13,No,No,No,39,41,10.3
ABSI,2025-10-17,1066,5.228,5.228,5.228,3.29,2.475,2.32,2025-01-02,2.71,4.53,7063041,67.1586715867159,1.23097826086957,1.34023668639053,4.57500000000001,4.23571428571427,3.48428571428571,3.0070238095238,3.01500000000002,2.92424603174602,2.55,2.81480158730157,518,1,1,4,6,10,3,6,7,9,16,32,FALSE,0,518,118,94,48.6,9,447,378,137,11,30,288,61,Absci,Medical-Generic Drugs,MEDICAL,677.3,122608,25308,5650,60,19,A-,2025-11-05,2021-07-22,No,4.53,-28.44,0.33,89,98,95,No,-6.98,23.1,77.6,57.3,46.6,12.7,No,No,-54,-11.2,24.9,No,-9,5,0,22,No,No,Yes,48,-,0
ABT,2025-10-17,5035,137.49,137.49,137.49,125.74,125.74,125.74,2025-01-02,113.44,128.54,6806829,13.3110014104372,0.969600965527646,0.955048666319935,129.7225,130.878571428572,133.075238095238,132.683095238095,131.278923076923,132.011904761905,133.73,130.978571428571,1322,0,0,0,0,1,0,0,0,0,0,1,TRUE,1,2584,133,109,51.3,10,955,293,960,8,32,95,62,Abbott Laboratories,Medical-Diversified,MEDICAL,223718.6,1723054,747717,5859,58,63,D+,2026-01-28,-,No,128.54,-8.99,2.83,52,27,20,No,0.71,-3.04,-4.2,6.7,-1.9,9,No,No,7,7.1,6.1,No,7,11,11,10,No,Yes,Yes,43,15,1.8
ABTC,2025-10-17,424,7.5,14.52,14.52,4.72,4.72,4.72,2025-01-02,1.996,4.74,2481886,137.4749498998,0.796638655462185,0.679083094555874,5.28000000000001,5.66428571428571,6.51190476190476,6.94845238095238,6.63669230769231,5.65868650793651,7.89,4.50442063492063,164,0,0,4,7,8,0,1,8,12,31,43,FALSE,0,164,103,83,38.8,4,141,124,31,9,27,112,63,American Bitcoin,Computer Sftwr-Financial,SOFTWARE,392.5,53821,22854,4850,55,55,B-,2025-11-13,-,No,4.74,-67.65,0.58,97,1,91,No,-5.77,-20.34,-38.4,-28.7,511.6,52.3,Yes,No,-75,-77.1,-63.7,No,67,81,42,-,No,Yes,Yes,1,-,0
ABUS,2025-10-17,3747,4.6599,5.1,5.1,4.1,4.1,3.66,2025-01-02,3.29,4.41,812224,34.0425531914894,1.07299270072993,1.00684931506849,4.40749999999997,4.32714285714282,4.37714285714288,4.21214285714285,3.89638461538464,3.61742063492063,4.46,3.39555555555555,1123,0,0,0,0,0,0,0,4,5,8,14,FALSE,0,1670,114,94,44.6,10,1322,952,384,11,35,688,65,Arbutus Biopharma,Medical-Biomed/Biotech,MEDICAL,845.4,149524,5240,1192,95,66,A-,2025-11-05,1996-03-28,No,4.41,-13.53,0.23,87,90,87,No,-2.22,7.3,-0.5,40.4,40,7,Yes,Yes,521,267.9,169.6,No,109,40,45,-3,No,Yes,Yes,54,-,0
ABVE,2025-10-17,327,6.56,6.56,6.56,2.3501,1.48,1.46,2025-01-02,0.585051,5.28,3345687,802.485424347621,1.40053050397878,1.80204778156997,4.9125,4.60857142857143,3.07333333333333,2.42166666666667,2.23384615384615,1.75516428571429,1.64,1.29720711904762,142,0,1,1,3,3,3,7,10,15,26,47,TRUE,1,142,116,88,43.6,8,126,113,18,14,27,98,67,Above Food Ingredients,Agricultural Operations,AGRICULTRE,42.2,6479,18993,3636,56,10,A+,-,-,No,5.28,-19.51,0.5,99,99,99,Yes,5.81,40.05,249.7,55.3,883.2,896.2,No,No,-23,-11.5,-7.6,No,-91,11,11,-,No,No,Yes,86,-,0
ABVX,2025-10-17,500,98.64,98.64,98.64,82.4957,80.88,80.01,2025-01-02,7.29,92.73,598050,1172.01646090535,0.988909032739682,1.10498093422307,94.7675,94.1542857142858,87.1719047619048,84.8095238095239,76.7669230769231,43.0175793650794,84.01,27.0959285714286,244,0,0,0,1,1,1,1,1,4,13,18,FALSE,0,244,126,106,48.9,9,173,118,65,12,37,79,68,Abivax ADR,Medical-Biomed/Biotech,MEDICAL,6963.8,52568,100806,1076,79,11,A,2025-12-15,2023-10-20,No,92.73,-5.99,3.72,99,99,99,No,-0.19,-1.11,14.5,796.8,1348.9,795.9,No,No,-79,-47.1,69.6,No,-36,-23,37,43,No,No,No,42,-,
ACA,2025-10-17,2027,97.25,99.16,100.47,89.03,89.03,89.03,2025-01-02,96.66,93.24,387925,-3.53817504655494,1.04587773415592,1.00974658869396,92.885,91.8057142857144,92.6933333333334,94.7876190476191,93.4049230769231,90.0183333333333,95.21,87.10373015873,1008,0,0,0,0,0,0,0,1,2,3,5,TRUE,1,1008,119,90,49.8,11,627,335,336,7,26,181,70,Arcosa,Bldg-Constr Prds/Misc,BUILDING,4572.9,48063,22601,241,76,77,B-,2025-10-30,-,No,93.24,-17.8,2.3,50,53,52,No,0.89,4.59,-0.4,3.5,20.5,-3.1,Yes,No,11,8.2,10.3,No,40,-34,-32,19,Yes,Yes,Yes,67,13,0.2
ACAD,2025-10-17,5031,24.72,26.5,26.6499,19.69,19.69,19.69,2025-01-02,18.66,20.89,2115920,11.9506966773848,1.04137587238285,0.958256880733945,20.9025,20.6228571428572,21.5214285714286,23.3054761904761,23.5033846153846,21.7719444444445,23.61,20.596507936508,1224,0,0,0,1,1,1,1,2,2,4,12,TRUE,1,2395,120,92,47.6,9,1783,1212,906,8,30,816,71,ACADIA Pharmaceuticals,Medical-Biomed/Biotech,MEDICAL,3524.4,167024,46467,2223,69,26,D+,2025-11-05,2004-05-27,No,20.89,-21.61,0.91,75,11,26,No,1.31,4.14,-13.7,-7.4,41.8,37.7,No,No,9,14,13.5,No,-20,10,207,63,No,Yes,No,73,-,0
ACB,2025-10-17,2580,6.665,6.665,6.665,5.17,4.8424,4.7502,2025-01-02,4.5,5.24,830242,16.4444444444444,0.988679245283019,0.927433628318584,5.41249999999993,5.49857142857196,5.52190476190467,5.28523809523788,5.10684615384704,5.01234126984166,4.87,4.79261904761944,1144,0,0,1,1,2,1,2,6,8,15,27,FALSE,0,1170,117,92,45.4,12,930,737,271,8,29,570,73,Aurora Cannabis,Consumer Prod-Specialty,CONSUMER,287.6,54328,10373,1978,57,14,B-,2025-11-06,-,No,5.24,-24.17,0.35,75,77,65,No,-0.95,-1.13,5,15.2,18,-4.7,No,No,17,25.9,29.6,No,-389,15,258,5608,No,Yes,No,6,-,0
ACCO,2025-10-17,5035,4.24,4.26,4.26,3.725,3.725,3.725,2025-01-02,5.19,3.81,380254,-26.5895953757226,1.02144772117962,0.922518159806295,3.80250000000005,3.8114285714286,3.96619047619047,3.98440476190478,3.91299999999997,3.81027777777776,4.01,3.83551587301585,1193,0,0,0,0,0,0,0,1,1,5,12,FALSE,0,2383,115,93,47.3,12,1554,911,868,7,29,514,74,ACCO Brands,Office Supplies Mfg,OFFICE,343.4,82020,2121,555,6,27,D,2025-10-30,-,No,3.81,-40.79,0.11,19,29,32,No,0,2.14,-7.1,0.5,5.5,-28.1,Yes,No,-10,-10.8,-9.9,No,-24,-167,0,26,No,No,No,51,14,7.9
ACDC,2025-10-17,1741,4.32,4.32,6.9486,3.5601,3.515,3.515,2025-01-02,8.27,3.65,1894416,-55.8645707376058,0.997267759562842,0.875299760191847,3.71000000000024,3.75000000000013,3.82857142857138,3.85916666666674,4.76407692307684,5.86369047619034,3.75,6.39384920634906,813,0,0,0,0,0,0,2,4,5,15,31,FALSE,0,813,134,108,46.7,8,647,493,321,11,33,395,76,ProFrac Holding Cl A,Oil&Gas-Field Services,ENERGY,663.7,107286,6875,1909,3,6,D+,2025-11-06,2022-05-13,No,3.65,-65.89,0.23,3,4,2,No,-2.14,-0.27,-1.6,-54.9,-25.5,-44.5,No,No,-13,-5.1,-5.7,No,-57,-1200,-8,11,No,No,No,5,-,
ACEL,2025-10-17,3324,11.46,11.63,12.695,10.13,10.13,10.13,2025-01-02,10.57,10.28,190312,-2.74361400189216,1.0098231827112,0.924460431654676,10.38,10.37,10.8180952380952,11.0635714285714,11.3843076923077,11.4381746031746,11.13,11.3194444444445,1078,0,0,0,0,0,0,0,0,0,1,2,FALSE,0,1402,124,103,42.2,8,1026,767,668,8,31,587,78,Accel Entertainment,Leisure-Gaming/Equip,LEISURE,866.5,51418,3505,326,55,76,B-,2025-11-11,-,No,10.28,-22.56,0.24,18,9,12,No,-1.34,0.98,-6.5,-16.2,-7,-10.4,Yes,Yes,9,7.9,7.6,Yes,4,0,-16,-7,No,Yes,Yes,42,91,0
