symbol,date,numobs,high_21d,high_34d,high_55d,low_11d,low_21d,low_34d,first_date,first_close,close,volume,roc_ytd,roc5,roc10,ma_4d,ma_7d,ma_21d,ma_42d,ma_65d,ma_126d,close_25d_ago,ma_126d_25d_ago,total_up_days_10yr,vol9_5,vol9_10,vol9_50,vol9_126,vol9_252,pct4_10,pct4_20,pct4_40,pct4_60,pct4_126,pct4_252,up_day,consecutive_up_days,total_curr_up_days,total_up_days_252d,total_up_days_ytd,up_day_percentage,max_up_streak,significant_up_days_1pct,significant_up_days_2pct,high_volume_up_days,recent_up_trend_21d,recent_up_trend_63d,strong_up_days,order,name,industry_name,sector,market_cap_mil,shares_in_float_1000s,x50_day_avg_vol_1000s,x50_day_avg_vol_1000s_2,comp_rating,eps_rating,a_d_rating,eps_due_date,ipo_date,etf,current_price,percent_off_high,avg_true_range,rs_rating,rs_3_month_rating,rs_6_month_rating,rs_line_new_high,price_percent_chg,percent_chg_cur_week,percent_chg_1_month,percent_chg_3_months,percent_chg_6_months,percent_chg_12_months,sales_accel_2_qtrs,sales_accel_3_qtrs,sales_percent_chg_lst_qtr,avg_sales_percent_chg_2q,avg_sales_percent_chg_3q,eps_accel_3_qtrs,eps_percent_chg_last_qtr,eps_percent_chg_1_q_ago,eps_percent_chg_2_q_ago,eps_est_next_yr_percent,x3_yr_eps_growth_geq_5_yr,eps_trl_4q_gtr_eps_4_yrs_ago,eps_trl_4q_geq_eps_lst_fiscal_yr,funds_percent,earnings_stability,yield_percent
SMU,2025-10-17,70,46.8999,46.8999,46.8999,21.6,19,18.01,2025-07-11,27.0574,27.5,5938127,1.63578170851597,1.19254119687771,1.13308611454471,32.76,29.7614285714286,26.2471428571429,23.9146428571429,27.9095384615385,28.45332,21.51,,34,0,0,0,0,0,3,4,12,15,18,18,FALSE,0,34,34,34,49.3,5,33,30,11,11,29,26,8883,Tradr 2X Long SMR Daily,Finance-ETF / ETN,MISC,143.1,85,55583,2128,-,0,B-,-,-,Yes,27.5,-47.12,5.2,13,86,77,No,-14.28,19.25,29.1,-33.3,-,-,No,-,"",-,-,No,-,-,-,"",No,No,No,-,-,
SMUP,2025-10-17,60,24.24,24.24,24.24,11.27,9.9552,9.69,2025-07-25,25.6231,14.65,333289,-42.8250289777584,1.22083333333333,1.15445232466509,17.2925,15.6428571428571,13.7114285714286,12.4854761904762,13.942655,13.942655,11.095,,27,0,0,0,0,0,2,3,8,8,8,8,FALSE,0,27,27,27,45.8,4,24,24,14,11,27,19,8884,T-Rex 2X Long SMR Dly Tgt,Finance-ETF / ETN,MISC,8.8,10,2462,173,-,0,B,-,-,Yes,14.65,-46.42,2.65,4,93,81,No,-14.38,22.08,32.8,-,-,-,No,-,"",-,-,No,-,-,-,"",No,No,No,-,-,
SMWB,2025-10-17,1115,10.04,10.35,10.75,8.37,8.37,8.37,2025-01-02,13.99,8.49,140826,-39.3137955682631,1.01071428571429,0.925845147219193,8.70249999999998,8.68571428571428,9.15238095238095,9.44119047619048,9.01753846153851,8.40873015873015,10.1,8.16015873015872,530,0,0,0,0,0,0,0,1,2,5,13,FALSE,0,530,123,95,47.6,9,402,293,180,10,31,204,8885,Similarweb,Computer Sftwr-Database,SOFTWARE,709.2,49287,3809,442,26,6,C+,2025-11-05,2021-05-12,No,8.49,-51.87,0.39,22,16,58,No,-2.64,1.07,-12.8,1.6,23.9,-5.5,Yes,No,17,15.4,15.4,No,-80,-250,-75,440,No,Yes,No,21,-,0
SN,2025-10-17,558,117.055,122.9799,128.51,87.895,87.895,87.895,2025-01-02,97.06,93.92,1514191,-3.23511230166907,1.06280411904492,0.957488021205016,93.5125,91.56,99.1271428571427,107.831190476191,111.149538461538,102.52,113.93,98.4652380952381,287,0,0,0,0,0,0,0,0,0,6,13,FALSE,0,287,125,100,51.5,7,185,114,104,5,27,61,8889,SharkNinja,Hsehold-Appliances/Wares,CONSUMER,13255.6,66334,154949,1611,51,83,D-,2025-11-06,-,No,93.92,-26.92,3.31,20,6,17,No,-0.01,6.28,-17.6,-18.3,26.6,-11.5,Yes,No,16,15.2,20,No,37,-18,49,16,Yes,Yes,Yes,79,13,0
SNA,2025-10-17,5034,357.41,357.41,357.41,326.45,326.45,319.2,2025-01-02,335.11,339.75,580027,1.38461997553041,1.03794335991202,0.977922975073398,338.382500000001,334.948571428572,339.400952380952,334.12,331.088461538462,324.084047619047,333.59,322.222777777778,1308,0,0,0,0,0,0,0,0,0,1,5,FALSE,0,2585,121,94,51.4,11,1099,449,905,10,29,192,8890,Snap-On,Bldg-Hand Tools,BUILDING,17722.4,50076,105832,319,64,64,B,2026-02-05,-,No,339.75,-9.13,7.2,46,64,57,No,-1.28,3.79,2.5,0.6,11.2,3.6,Yes,Yes,4,1.9,0.1,Yes,0,-4,-5,7,No,Yes,No,51,7,2.5
SNAP,2025-10-17,2171,9.28,9.28,9.545,7.63,7.52,6.9,2025-01-02,11.24,7.65,37668353,-31.9395017793594,0.983290488431877,0.895784543325527,7.81000000000008,7.92142857142857,8.14476190476193,7.72607142857147,8.05007692307689,8.3000396825397,7.34,8.39123015873017,1069,0,0,2,11,20,0,1,2,3,11,20,FALSE,0,1069,117,92,49.3,10,788,542,327,7,28,372,8892,Snap,Internet-Content,INTERNET,12927.2,1220329,790513,102432,28,5,B,2025-11-05,2017-03-02,No,7.65,-42.4,0.42,11,18,15,No,-1.42,-1.67,-4.3,-22.8,-2.9,-26.9,No,No,9,11.4,12.4,No,-900,-367,100,20,No,Yes,No,40,-,0
SNBR,2025-10-17,2001,8.86,10.57,11.765,5.84,5.84,5.84,2025-01-02,14.95,6.68,379971,-55.3177257525084,1.11892797319933,0.938202247191011,6.4900000000001,6.33428571428561,6.91238095238097,8.39047619047624,8.54830769230769,8.31769841269826,9.38,8.08416666666651,991,0,0,0,0,0,2,2,4,6,23,37,TRUE,1,991,111,90,49.5,10,732,515,311,6,23,365,8894,Sleep Number,Retail-Home Furnishings,RETAIL,152.1,21177,3589,532,2,2,C,2025-11-05,1998-12-07,No,6.68,-67.78,0.53,12,5,8,No,2.3,11.89,-23.9,-8.2,26.5,-58.5,No,No,-20,-18.1,-16.1,No,-581,-1367,81,144,No,No,No,50,-,0
SNCY,2025-10-17,1154,13.2,14.22,14.22,10.705,10.705,10.705,2025-01-02,14.53,11.31,660691,-22.1610461114935,1.05013927576602,0.950420168067227,11.5225,11.31,11.727619047619,12.3329761904762,12.1205384615385,11.7943253968254,13.65,11.7582142857143,564,0,0,0,0,0,1,1,4,6,10,22,FALSE,0,564,116,88,48.9,10,416,263,204,8,30,174,8896,Sun Country Airlines,Transportation-Airline,TRANSPRT,603,50650,10874,954,48,95,E,2025-11-04,2021-03-17,No,11.31,-39.15,0.57,22,17,23,No,-1.39,5.01,-10.5,-10.6,27.4,-1,No,No,4,4.3,4.8,No,133,9,125,51,No,Yes,Yes,78,70,0
SNDK,2025-10-17,171,150.82,150.82,150.82,115.68,93.535,50.07,2025-02-13,36,140.16,8279794,289.333333333333,1.19887092635361,1.09150377696441,139.005,133.888571428571,119.68380952381,92.6307142857143,75.1653846153846,58.2180952380953,86.13,44.0159126984127,94,1,1,7,8,8,3,5,11,13,19,24,FALSE,0,94,94,94,55.3,15,76,62,34,11,40,43,8899,Sandisk,Computer-Data Storage,COMPUTER,20436,135598,857541,6239,88,6,A+,2025-12-03,-,No,140.16,-5.99,9.9,98,99,99,No,-2.85,19.89,49.2,237.6,347.9,-,Yes,No,8,3.7,6.7,No,-77,-153,159,52,No,Yes,Yes,72,-,
SNDR,2025-10-17,2146,23.97,25.16,25.75,21.352,20.7,20.7,2025-01-02,29.13,23.22,923287,-20.2883625128733,1.04594594594595,1.06856879889554,23,22.7771428571429,22.0314285714287,23.1952380952381,23.7849230769231,23.8555555555556,23.83,23.9568253968254,1080,0,0,0,0,0,2,2,2,2,4,6,FALSE,0,1080,118,91,50.3,10,615,292,396,8,26,114,8901,Schneider National,Transportation-Logistics,TRANSPRT,4069.6,48883,23227,1000,26,46,C+,2025-10-30,2017-04-06,No,23.22,-31.5,0.7,18,33,22,No,-1.65,4.59,-0.3,-8.9,3.3,-17.8,Yes,Yes,8,7.1,3.9,No,0,45,25,50,No,No,Yes,67,56,1.6
SNDX,2025-10-17,2422,16.8,17.23,17.24,14.08,14.08,14.08,2025-01-02,14.08,14.3,4379939,1.5625,0.89041095890411,0.916666666666667,14.925,15.3085714285715,15.4483333333333,15.6934523809524,14.3073846153846,12.4974603174603,15.55,11.878253968254,1187,0,0,0,1,1,0,1,4,9,15,24,FALSE,0,1187,129,107,49,10,878,624,383,11,36,452,8902,Syndax Pharmaceuticals,Medical-Biomed/Biotech,MEDICAL,1231.8,81833,31377,2239,60,14,B-,2025-11-11,2016-03-03,No,14.3,-36.44,0.82,81,76,85,No,-4.98,-10.96,-3.1,47.9,23.9,-28.1,No,No,985,-,-,No,-4,-15,-10,46,No,No,No,79,-,0
SNEX,2025-10-17,5032,105.33,106.98,106.98,95.3644,89.51,89.51,2025-01-02,66.8066666666667,100.27,376727,50.0898113960682,1.04633204633205,0.992281048985651,100.57875,99.2578571428572,98.5959523809524,98.5020238095239,96.7399230769233,92.6230158730158,96.595,88.3958333333332,1336,0,0,0,0,0,1,1,1,1,2,8,TRUE,1,2571,147,119,51.1,10,1454,813,818,12,38,464,8904,StoneX Group,Finance-Invest Bnk/Bkrs,FINANCE,5230.5,45904,51077,493,90,83,D+,2025-12-10,1994-02-11,No,100.27,-6.27,3.05,86,70,73,No,0.09,4.63,6.4,9.2,24.9,70.6,No,No,29,47.8,46.1,No,2,24,13,25,No,Yes,Yes,50,14,0
SNN,2025-10-17,5034,37.03,38.79,38.79,34.69,34.69,34.69,2025-01-02,24.4,36.34,605263,48.9344262295082,1.03503275420108,1.00055066079295,35.6950000000002,35.5457142857143,35.8933333333334,36.7254761904761,35.5829230769231,32.3951587301587,37.78,30.6476984126983,1321,0,0,0,0,0,0,0,0,1,2,4,TRUE,5,2614,136,110,51.9,12,1054,394,959,10,34,186,8907,Smith & Nephew ADR,Medical-Products,MEDICAL,15886.9,432802,25314,680,86,89,C+,2025-11-06,-,No,36.34,-6.32,0.51,86,76,80,No,1.48,3.5,-2.6,21.6,40.1,23.8,No,No,5,4.7,5.1,No,32,32,-2,15,No,Yes,Yes,1,8,2
SNOW,2025-10-17,1279,255.39,255.39,255.39,231.07,217.27,214.3,2025-01-02,157.51,240.74,2379414,52.8410894546378,0.994095057191229,1.0240333489302,240.6225,243.228571428571,235.21380952381,226.443809523809,219.665384615384,208.168412698413,221.15,191.630317460318,667,0,0,1,2,7,1,2,3,3,7,14,TRUE,1,667,145,115,52.2,12,457,302,233,12,34,196,8911,Snowflake,Computer Sftwr-Enterprse,SOFTWARE,80334.9,310341,1438373,5930,98,79,B-,2025-11-26,2020-09-16,No,240.74,-5.74,8.06,90,84,84,No,0.28,-0.59,10.5,13.8,67.8,102.3,Yes,No,32,28.8,28.3,Yes,94,71,-14,37,No,Yes,Yes,44,-,0
SNPE,2025-10-17,1588,60.82,60.82,60.82,58.89,58.89,57.125,2025-01-02,53.08,60.01,197071,13.0557648831952,1.01901850908473,0.992228835978836,59.7825000000001,59.7357142857142,59.9219047619049,59.1466666666667,58.3961538461538,55.6678571428572,59.01,53.5789682539683,856,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,856,134,109,53.9,9,261,59,261,13,34,15,8914,Xtrkrs S&P 500 Scored,Finance-ETF / ETN,MISC,2148.4,30900,12518,209,-,0,D+,-,-,Yes,60.01,-1.33,0.56,71,69,71,No,0.81,1.9,1.6,6.8,26.7,12.5,No,No,-,-,-,No,12,8,15,-,No,Yes,Yes,12,-,1.1
SNPS,2025-10-17,5033,515.64,615.7925,636.6075,432,432,380.84,2025-01-02,482.75,447.64,2510448,-7.27291558777836,1.01986694614053,0.954110450369802,441.875000000001,448.404285714286,472.952142857143,508.322023809524,547.007076923076,521.447619047619,425.45,514.051785714286,1378,0,0,0,0,0,0,0,1,2,5,7,TRUE,2,2680,127,102,53.3,11,1199,487,921,10,26,212,8917,Synopsys,Computer Sftwr-Design,SOFTWARE,83148.2,183890,1302945,2932,54,89,C-,2025-12-03,1992-02-25,No,447.64,-31.32,27.77,16,5,9,No,1.69,1.99,5.2,-24,8.3,-11.3,Yes,Yes,14,12.1,6.9,No,-1,22,-10,10,No,Yes,Yes,55,5,0
SNV,2025-10-17,5034,52.14,53.03,53.03,43.62,43.62,43.62,2025-01-02,50.84,45.3,2098088,-10.8969315499607,1.00778642936596,0.930566967953985,46.0575000000002,46.1157142857145,48.107619047619,49.612142857143,49.8466153846155,49.2714285714288,51.73,48.3605555555558,1289,0,0,0,0,0,0,0,0,1,3,7,TRUE,1,2505,123,99,49.8,9,1470,811,924,5,25,470,8925,Synovus Financial,Banks-Southeast,BANKS,6287.8,137415,75768,1685,52,88,D-,2026-01-21,-,No,45.3,-25.81,1.37,17,10,15,No,2.65,0.78,-11.9,-15.9,9.7,-10.9,No,No,9,51.4,36.3,No,19,28,65,0,No,Yes,Yes,52,23,3.4
SNX,2025-10-17,5034,167.76,167.76,167.76,151.175,144.39,144.39,2025-01-02,116.48,153.21,532881,31.5333104395604,1.01035346874176,0.965649817219211,155.0075,154.62,157.357142857143,153.266190476191,150.656153846154,138.353333333333,151.64,129.580079365079,1323,0,0,0,0,0,0,1,1,1,3,7,FALSE,0,2645,135,107,52.6,12,1399,654,955,11,35,324,8927,TD SYNNEX,Wholesale-Electronics,RETAIL,12477,75736,111766,731,86,89,B,2026-01-08,2003-11-25,No,153.21,-8.67,3.99,79,59,80,No,-0.88,1.04,3.2,7.5,45,24,No,No,7,6.9,5.9,Yes,25,10,-6,11,No,Yes,Yes,63,10,1.1
SNY,2025-10-17,5034,51.045,51.045,51.6,47.85,44.6168,44.6168,2025-01-02,48.19,50.62,2124295,5.04253994604689,1.05260969016428,0.994499017681729,49.7049999999997,49.2185714285716,48.3059523809526,48.3901190476192,48.4305384615385,49.4273412698413,47.03,50.6207142857143,1247,0,0,0,0,0,0,0,0,0,0,1,TRUE,2,2534,125,105,50.3,10,1142,414,894,11,37,144,8928,Sanofi ADR,Medical-Ethical Drugs,MEDICAL,126853.7,2205280,162920,3188,78,83,B,2025-10-24,-,No,50.62,-15.79,0.91,34,77,43,No,1.2,5.26,7.8,4,-0.6,-7.7,Yes,No,16,12.7,12,Yes,55,38,-29,9,Yes,Yes,Yes,5,36,3.2
SO,2025-10-17,5034,100.835,100.835,100.835,93.5,90.345,90.345,2025-01-02,82.07,97.8,4916360,19.1665651273303,0.995014752263709,1.03448275862069,98.9075000000002,98.3042857142859,95.6480952380953,94.0195238095239,94.2558461538462,92.3257936507936,92.27,91.3197619047618,1330,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,2596,135,111,51.6,15,754,167,1019,13,32,48,8930,Southern,Utility-Electric Power,UTILITY,107487.6,1077073,470515,4826,84,68,A-,2025-10-30,-,No,97.8,-3.01,1.26,57,72,61,No,-0.64,-0.5,6.7,4.8,6.5,5.5,No,No,8,12.4,9.9,No,-16,19,-22,7,Yes,Yes,Yes,41,6,3
SOBO,2025-10-17,258,29.19,29.19,29.19,26.1,26.1,26.1,2025-01-02,24,26.25,1006549,9.375,0.962949376375642,0.903614457831325,26.6675,27.0057142857143,27.937619047619,27.8121428571429,27.4693846153846,26.7121428571429,27.86,26.1302380952381,132,0,0,0,0,0,0,0,0,0,1,5,FALSE,0,132,129,103,51.4,5,74,35,40,7,31,13,8933,South Bow,Oil&Gas-Transprt/Pipelne,ENERGY,5448.7,205494,21042,801,43,54,E,2025-11-13,-,No,26.25,-10.07,0.58,46,18,25,No,-0.83,-3.71,-7.4,-2,6.7,8.1,Yes,Yes,-5,-6.9,-7.8,No,24,-15,20,9,No,No,Yes,40,7,7.6
SOC,2025-10-17,759,24.845,26.362,31.74,11.2501,11.2501,11.2501,2025-01-02,23.28,11.81,7600536,-49.2697594501718,0.642196846112018,0.618648507071765,14.1875000000001,16.2,19.0085714285715,21.8965476190476,24.5323846153846,24.214246031746,23.08,24.8320238095238,340,0,0,0,2,2,0,1,3,4,8,24,FALSE,0,340,115,87,44.9,7,166,116,112,6,24,77,8935,Sable Offshore Cl A,Oil&Gas-Integrated,ENERGY,1175.2,62689,50349,4395,6,47,E,2025-11-13,-,No,11.81,-66.26,1.99,2,1,1,No,-9.98,-35.78,-51.8,-58.3,-41.4,-40.7,No,No,-,-,-,No,49,59,43,255,No,No,Yes,49,-,0
SOFI,2025-10-17,1227,30.3,30.3,30.3,24.84,24.84,23.7,2025-01-02,14.13,26.54,48123301,87.8273177636235,1.01336387934326,1.05150554675119,27.26,27.26,27.4871428571429,26.5976190476191,25.0358461538461,20.2128571428571,26.55,17.060873015873,601,0,2,6,15,27,2,2,6,7,15,27,FALSE,0,601,135,105,49,9,488,367,262,9,31,259,8938,SoFi Technologies,Finance-Consumer Loans,FINANCE,31780.3,1161526,1812464,68193,98,80,B-,2025-10-28,-,No,26.54,-12.41,1.48,95,83,94,No,-0.23,1.34,-2.2,20.1,141.7,168.9,Yes,Yes,43,31.2,27.3,Yes,700,200,150,78,No,Yes,Yes,30,-,0
SOFX,2025-10-17,190,51.4,51.4,51.4,34.1,34.1,31.99,2025-01-16,22.0367,37.73,754846,71.2143832788031,1.01424731182796,1.07065834279228,39.9875,40.1820857142857,41.6968857142857,39.7048714285714,35.9890692307692,25.7168214285714,39.73,19.3372611111111,102,0,0,0,0,0,3,3,8,11,26,36,FALSE,0,102,102,102,54,8,98,84,43,9,32,72,8940,Defiance Tgt 2X Lg SOFI,Finance-ETF / ETN,MISC,83.8,50,26739,711,-,0,B-,-,-,Yes,37.73,-26.6,4.38,97,85,98,No,-0.74,1.42,-9,27.9,371,-,No,No,-,-,-,No,-,-,-,"",No,No,Yes,65,-,
SOGP,2025-10-17,435,25.86,37,37,12.5,12.5,11.32,2025-01-02,2.14,15.82,72881,639.252336448598,1.08281998631075,0.798989898989899,16.13875,15.7378571428571,18.1664285714286,17.7715476190476,13.21856,8.11211269841269,22.79,4.80272380952381,177,0,0,2,3,3,1,2,8,9,15,22,FALSE,0,177,108,84,40.8,5,136,112,10,7,24,89,8941,Sound Group ADR,Internet-Content,INTERNET,77.6,2401,57660,3644,89,80,B-,2025-11-27,2020-01-17,No,15.82,-57.24,3.5,99,99,99,No,-4.18,8.28,-26.6,166.8,666.5,709.2,No,No,49,49.1,41.9,No,445,445,84,-,No,Yes,Yes,0,-,0
SOJD,2025-10-17,1449,22.2988,22.4,22.4,20.76,20.76,20.76,2025-01-02,21.29,21.09,78881,-0.939408172851097,1.01540683678382,0.992937853107345,20.98,20.9457142857143,21.2602380952381,21.5509523809524,21.2108953846154,20.633596031746,22.28,20.4724055555556,699,0,0,0,0,0,0,0,0,0,0,0,TRUE,1,699,114,93,48.3,14,123,33,200,5,29,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLT,2025-10-17,147,32.3099,35.2999,35.2999,15.685,15.685,15.685,2025-03-20,13.8668,16.72,9782907,20.5757636945799,0.77948717948718,0.588732394366197,18.3375,20.1757142857143,23.7819047619048,24.7819047619048,23.1673846153846,20.2373777777778,32.41,,73,0,0,3,3,3,0,2,8,12,25,31,FALSE,0,73,73,73,50,6,68,61,30,8,30,54,8946,2x Solana ETF,Finance-ETF / ETN,MISC,555.1,130,125346,7646,-,0,C-,-,-,Yes,16.72,-52.63,2.81,55,2,10,No,-3.24,-22.05,-46.7,-13.2,27.2,-,No,No,-,-,-,No,-,-,-,"",No,No,No,13,-,0.5
SOLV,2025-10-17,390,75.5,75.6,75.6,70.26,69.36,69.36,2025-01-02,65.93,72.16,587050,9.4494160473229,1.02325581395349,0.975135135135135,71.6625000000001,71.4071428571428,72.3614285714286,72.6747619047619,72.7213846153846,72.5271428571429,73.39,72.268888888889,189,0,0,0,0,0,0,0,0,0,1,4,TRUE,1,189,122,101,48.6,6,108,55,59,11,31,23,8947,Solventum,Medical-Products,MEDICAL,12511.6,136975,88829,1216,34,45,D-,2025-11-06,-,No,72.16,-16.01,1.5,34,35,27,No,1.01,2.33,-2.6,-2.3,8.9,-0.3,Yes,Yes,4,3.3,2.8,No,8,-36,-35,6,No,No,No,51,14,
SOLZ,2025-10-17,147,25.9674,27.12,27.12,18.51,18.51,18.51,2025-03-20,14.7352,19.13,1329312,29.8251805201151,0.887291280148423,0.775750202757502,19.9825,20.9028571428571,22.5047619047619,22.7411880952381,21.7473061538462,19.7672611111111,25.94,,72,0,0,0,0,0,0,3,7,10,19,22,FALSE,0,72,72,72,49.3,6,61,49,29,7,29,37,8948,Solana ETF,Finance-ETF / ETN,MISC,216.9,130,33173,1751,-,0,D-,-,-,Yes,19.13,-29.46,1.28,75,8,28,No,-1.39,-11.27,-25.1,-1,25.9,-,No,No,-,-,-,No,-,-,-,"",No,No,No,99,-,1.4
SON,2025-10-17,5034,47.05,49.76,49.76,39.13,39.13,39.13,2025-01-02,48.01,40.03,1541520,-16.6215371797542,1.0106033829841,0.924053554939982,39.9299999999999,39.8928571428573,42.5385714285715,44.6283333333334,45.1873846153846,45.1871428571429,47.79,45.614126984127,1285,0,0,0,0,0,0,0,0,0,1,2,FALSE,0,2563,116,93,50.9,10,1014,344,915,7,26,145,8950,Sonoco Products,Containers/Packaging,MISC,3948.2,97644,39533,1001,44,80,E,2025-10-22,-,No,40.03,-25.44,0.99,14,8,10,No,-0.32,1.06,-15.5,-13.4,-8.8,-25.1,Yes,Yes,49,40,27.4,No,7,23,-14,8,No,Yes,Yes,49,17,5.3
SONN,2025-10-17,3649,7.25,7.8999,7.8999,3.4801,3.4801,2.71,2025-01-02,1.6,3.63,216175,126.875,0.82312925170068,0.644760213143872,3.90499999997719,4.16214285698103,5.03071428615834,4.56202380986276,4.24484615442799,3.22356507875767,5.9,2.43423333272592,1038,0,0,0,3,3,0,2,6,10,16,24,FALSE,0,1474,96,80,40.4,7,1202,916,56,5,22,718,8953,Sonnet BioTherapeutics,Medical-Biomed/Biotech,MEDICAL,24.8,6758,3577,981,56,27,B+,2025-12-11,-,No,3.63,-81.19,0.87,88,4,97,No,-2.68,-17.69,-48.6,-53.4,188.1,-40.6,No,No,-,-,-,No,83,-248,37,-16,No,Yes,Yes,9,-,0
SONO,2025-10-17,1813,18.06,18.06,18.06,15.84,14.76,13.47,2025-01-02,14.74,16.51,1010434,12.0081411126187,1,0.970605526161082,16.34875,16.5892857142858,16.3526190476191,15.3465476190477,14.0168461538461,12.1556746031746,15.13,10.9227380952381,900,0,0,0,0,0,1,1,1,4,11,18,TRUE,3,900,128,95,49.7,9,617,404,276,13,37,247,8954,Sonos,Consumer Prod-Electronic,CONSUMER,1995.7,118462,32851,1937,79,29,A,2025-11-05,2018-08-02,No,16.51,-8.58,0.56,92,93,93,No,0.18,0,9.4,54.7,104.6,28.2,No,No,-13,-5.2,-6.8,No,-17,47,-24,48,No,Yes,No,66,76,0
SONY,2025-10-17,5034,30.285,30.285,30.285,28.005,27.79,26.5912,2025-01-02,21.09,28.9,4124642,37.031768610716,1.02300884955752,0.99792817679558,28.78,28.8685714285715,29.1971428571429,28.7633333333333,27.6918461538462,26.5779365079365,29.21,25.5535714285714,1301,0,0,0,0,1,0,0,0,1,3,6,TRUE,1,2520,130,103,50.1,10,1386,652,805,10,34,323,8955,Sony Group ADR,Media-Diversified,MEDIA,177729.5,6088312,122348,4178,81,73,D+,2025-11-10,-,No,28.9,-4.57,0.59,86,78,73,No,1.4,2.3,1.6,21.4,23.4,60.1,Yes,No,14,-4.8,-1.4,Yes,43,10,-7,13,Yes,No,Yes,2,13,1
SOPA,2025-10-17,989,6.28,6.28,6.28,1.17,1.1,1.1,2025-01-02,0.917,3.08,579431,235.87786259542,0.993548387096774,2.18439716312057,2.82750000000008,2.9328571428571,2.26305238095235,1.76849047619051,1.58341076923087,1.40906507936516,1.19,1.17643253968262,396,0,1,1,2,5,2,3,4,6,14,27,TRUE,1,396,104,78,40.1,5,320,244,32,9,25,210,8956,Society Pass,Internet-Content,INTERNET,18.8,5799,14436,4697,82,68,B,2025-11-11,2021-11-09,No,3.08,-54.37,0.46,98,99,98,No,22.22,-0.65,158.8,150.4,290.4,224.2,Yes,No,46,12.8,12.5,No,114,64,61,-12,No,Yes,Yes,1,-,
SOUN,2025-10-17,872,22.17,22.17,22.17,17.29,15.3,12.14,2025-01-02,20.16,19.02,47521761,-5.65476190476191,1.09562211981567,1.0655462184874,20.51,19.5885714285714,17.9871428571429,15.7803571428572,14.6579230769231,12.485119047619,14.12,10.7537698412698,389,1,1,8,23,51,1,3,7,9,23,51,FALSE,0,389,118,93,44.7,7,343,302,146,12,32,255,8964,SoundHound AI,Comp Sftwr-Spec Enterprs,SOFTWARE,7619.2,360693,1323757,69484,92,34,A+,2025-11-06,-,No,19.02,-23.86,1.47,96,96,96,No,-8.38,9.56,25.8,50.5,143.2,263.7,Yes,Yes,217,184.2,156.6,No,25,14,-25,-9584,No,Yes,Yes,23,-,
SOXL,2025-10-17,3927,43.37,43.37,43.37,34.165,31.36,23.8,2025-01-02,27.67,40.29,92083361,45.6089627755692,1.17772581116633,1.05388438399163,39.3675,39.0085714285714,37.2966666666667,32.5717857142858,30.3754615384615,24.9804365079365,29.3,20.7293253968254,1352,0,1,7,16,27,1,3,6,9,16,27,FALSE,0,2096,133,108,53.4,15,1714,1344,603,10,34,1044,8968,Direxion Dly SCOND 3 BL,Finance-ETF / ETN,MISC,13285.6,351200,3292313,81212,-,0,B-,-,-,Yes,40.29,-7.1,2.58,96,96,97,No,-0.69,17.77,32.2,47.5,337.9,14.4,No,No,-,-,-,No,-44,-68,-16,-,No,Yes,Yes,1,-,0.5
SOXQ,2025-10-17,1094,54.16,54.16,54.16,50.41,48.23,43.35,2025-01-02,39.51,53.35,736853,35.0291065553025,1.05790204243506,1.02932664480031,52.9625,52.7185714285715,51.4671428571429,48.7283333333333,47.3532307692307,43.4062698412699,47.29,39.9028571428572,574,0,0,0,0,0,0,0,0,0,2,3,FALSE,0,574,139,115,52.5,9,346,186,204,11,38,88,8969,Invsc PHLX Semiconductor,Finance-ETF / ETN,MISC,610.3,11980,24407,465,-,0,B-,-,-,Yes,53.35,-1.5,1.22,87,88,88,No,-0.32,5.79,11.7,18.1,76.8,30.2,No,No,-,-,-,No,10,-23,1,-,No,Yes,Yes,3,-,0.5
SOXS,2025-10-17,3924,5.73,7.78,8.49,3.89,3.89,3.89,2025-01-02,22.12,4.06,351273840,-81.6455696202532,0.821862348178138,0.865671641791045,4.15749999999904,4.27428571428593,4.73809523809491,5.72691428571414,6.29431384615441,9.15000317460292,6.31,13.6982571428569,1143,0,2,4,11,36,2,2,3,5,11,36,TRUE,1,1794,117,90,45.7,7,1448,1140,213,9,27,875,8970,Direxion Dly Semi 3 Bear,Finance-ETF / ETN,MISC,1223.2,174973,766651,191874,-,0,D-,-,-,Yes,4.06,-92.4,0.36,1,1,1,No,1,-17.81,-33,-43.2,-84.6,-79.9,No,No,-,-,-,No,-79,-86,-72,-,No,No,Yes,0,-,14.8
SOXX,2025-10-17,3780,292.51,292.51,292.51,271.46,261.8,238.15,2025-01-02,216.82,288.17,6261510,32.9074808596993,1.0594874811574,1.02932561794542,285.955000000001,284.41,278.194761904762,264.434285714286,257.364,236.902777777777,255.64,218.915634920635,1364,0,0,0,1,2,0,0,0,0,1,2,FALSE,0,2036,135,110,53.9,15,999,439,701,11,35,181,8971,iSh Semiconductor ETF,Finance-ETF / ETN,MISC,15258.6,55650,2321036,8058,-,0,B-,-,-,Yes,288.17,-1.48,6.55,86,88,88,No,-0.28,5.95,11.5,16.9,73,25.8,No,No,-,-,-,No,-3,-17,12,-,No,Yes,Yes,4,-,0.6
